id,title,company,location,skills,description,seniority
job-3901346380,Platform Engineer,DATAECONOMY,"Charlotte, NC",AWS;Docker;Kubernetes;CI/CD;Terraform;Monitoring;Networking,"Role: Platform engineerLocation: Charlotte, NC/ Tampa, FLFull time roleexperience: 9+yrs  Key Responsibilities:· Experience in both VM-based and container-based deployments and setup of common infrastructure platforms.· Lead the implementation of CI/CD pipelines in a Kubernetes environment.· Direct and review the configuration and execution of Terraform Ansible automation pipelines.· Utilize Docker images, networking, and security best practices.· Serve as a key resource to production control te",Mid
job-3901346946,Site Reliability Engineer,Compunnel Inc.,"San Leandro, CA",Python;SQL;Java;JavaScript;React;Kubernetes;Mongodb;Git;Monitoring;Networking;Agile,"Position: Site Reliability EngineerLocation: San Leandro, CA or Charlotte, NC (Hybrid)Duration: Contract Locals to San Leandro, CA or Charlotte, NC only. Description:-5-10 years of experience in Production support/SRE teams with continued focus on improving Platform health-Experience working in Micro service architecture.-Hands-on Java coding exp and able to analyze and trouble shoot production issues by reading stack trace and exceptions.-Familiar with Agile or other rapid application developme",Mid
job-3901348637,Mobile Developer (Android),TalentOla,United States,Excel;Java;Git;CI/CD;Kotlin;Android SDK;Swift;Agile;Communication,"Mobile Developer: Should have exp with both iOS and Android.JD for iOS Developer:An iOS developer is responsible for designing and building application for Apple’s iOS Operating system, which runs on mobile devices such as iPhones and iPads.  Required Skills & Experience:6-10 years of experience as an iOS application developerProficient with Swift programming languageExperience in making apps for various iOS devices.Familiarity with Apple’s design principles and application interface guidelinesE",Mid
job-3901349900,Mobile Developer (Android),TalentOla,United States,Excel;Java;Git;CI/CD;Kotlin;Android SDK;Swift;Agile;Communication,"Mobile Developer: Should have exp with both iOS and Android.JD for iOS Developer:An iOS developer is responsible for designing and building application for Apple’s iOS Operating system, which runs on mobile devices such as iPhones and iPads.  Required Skills & Experience:6-10 years of experience as an iOS application developerProficient with Swift programming languageExperience in making apps for various iOS devices.Familiarity with Apple’s design principles and application interface guidelinesE",Mid
job-3901353001,Site Reliability Engineer,Tekshapers,"Overland Park, KS",API Testing;Python;SQL;Java;AWS;Git;CI/CD;Test Automation,"System Reliability Engg(Onsite only) Overland ParkFulltime  1. Experience with the TMO back-office engagement rules across different teams is a big win.• ServiceNow• PIER• Jira• Engagement familiarity with CCoE, Corporate Security and compliance2. AWS Provisioning:• Experience provisioning and managing AWS resources using services like EC2, S3, RDS, VPC, etc.• Experience with CLI commands3. AWS IAM:• Proficiency in managing AWS Identity and Access Management (IAM) policies, roles, and permission",Mid
job-3901354122,Site Reliability Engineer,VDart,United States,Python;Docker;Kubernetes;Git;Monitoring,"Role: Site Reliability EngineerFull Time PermanentRemote SRE Role Overview: We are looking for a Lead Software Engineer to join our Public Sector Core Framework platform team. This individual will play a SRE (Site Reliability Engineer) role in an Azure / Kubernetes ecosystem and help enable stability for the system, leading to the continued success of client. Responsibilities: Strengthen the team s SRE practices, starting from service level indicator definitions, objectives, error budgets, thres",Mid
job-3901355650,ML Engineer,Tiger Analytics,United States,Excel;MLOps;Docker;Kubernetes;Machine Learning;Monitoring;Communication,"DescriptionTiger Analytics is looking for experienced Machine Learning Engineers to join our fast-growing advanced analytics consulting firm. Our employees bring deep expertise in Machine Learning, Data Science, and AI. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner.We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world. You will be responsible for:Providing soluti",Mid
job-3901359166,Platform Engineer,Angi,"New York, United States",Excel;Python;AWS;Docker;Kubernetes;Machine Learning;CI/CD;Terraform;Monitoring;Communication,"Angi® is transforming the home services industry, creating an environment for homeowners, service professionals and employees to feel right at “home.” For most home maintenance needs, our platform makes it easier than ever to find a qualified service professional for indoor and outdoor jobs, home renovations (or anything in between!). We are on a mission to become the home for everything home by helping small businesses thrive and providing solutions to financing and booking home jobs with just",Junior
job-3901362020,Platform Engineer,Angi,"Denver, CO",Excel;Python;AWS;Docker;Kubernetes;Machine Learning;CI/CD;Terraform;Monitoring;Communication,"Angi® is transforming the home services industry, creating an environment for homeowners, service professionals and employees to feel right at “home.” For most home maintenance needs, our platform makes it easier than ever to find a qualified service professional for indoor and outdoor jobs, home renovations (or anything in between!). We are on a mission to become the home for everything home by helping small businesses thrive and providing solutions to financing and booking home jobs with just",Junior
job-3901372892,Platform Engineer,DP CONNECT LIMITED,"New York, United States",GCP;Kubernetes;Terraform,"Platform Engineer - GCP / Terraform / GKE or Kubernetes$160-$220k + Bonus + BenefitsNew York (Hybrid, 1 - 2 days per week in office) Market leading client are hiring for an experienced Platform engineer with strong experience of GCP technologies to join their team. Job duties:Design cloud infrastructure using GCPOptimizing & automating using TerraformMaintain CI CD pipelines Essential requirements:Strong GCP / Google cloud skillsPrior experience in a platform roleTerraformGKE or Kubernetes If th",Mid
job-3901373774,Backend Developer,DataAnnotation,Greater Minneapolis-St. Paul Area,Excel;Python;SQL;Java;JavaScript;HTML,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HT",Mid
job-3901373838,Backend Developer,DataAnnotation,Miami-Fort Lauderdale Area,Excel;Python;SQL;Java;JavaScript;HTML,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HT",Mid
job-3901374617,Backend Developer,DataAnnotation,Greater Tampa Bay Area,Excel;Python;SQL;Java;JavaScript;HTML,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HT",Mid
job-3901375642,Platform Engineer,Apex Systems,United States,Python;AWS;GCP;Git;CI/CD,"Apex Systems is seeking a MacOS Platform Engineer. The MacOS Platform Engineer will be responsible for all matters pertaining to MacOS to such as endpoint management and provisioning, process automation, security and vulnerability patching, configurations, installations, etc. If interested, please apply within. Summary:Position: MacOS Platform EngineerLocation: Remote (US)Eligibility: Candidates must be authorized to work in the US w/o sponsorship now or in the futureLength: 6+ month contract to",Mid
job-3901375830,Cloud Engineer,Eliassen Group,"California, United States",Python;Java;Spark;AWS;Kubernetes;Monitoring;Networking,"***No C2C. W2 Only*** Strong understanding of distributed systems and cloud computing principles. Demonstrated experience with Apache Flink (or Apache Spark Structured Streaming) and its components, related data stores (Iceberg, Delta, Kafka etc) and file formats (Parquet etc.) Extensive hands-on experience and strong understanding of Kubernetes environments, preferably on AWS Cloud.Extensive experience with major cloud providers, especially with AWS services related to computing (EKS, EC2), sto",Mid
job-3901377685,Backend Developer,DataAnnotation,"Santa Clara, CA",Excel;Python;SQL;Java;JavaScript;HTML,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HT",Mid
job-3901380012,Backend Developer,DataAnnotation,"Irvine, CA",Excel;Python;SQL;Java;JavaScript;HTML,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HT",Mid
job-3901388673,Backend Developer,DataAnnotation,"Greensboro, NC",Excel;Python;SQL;Java;JavaScript;HTML,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HT",Mid
job-3901389270,Backend Developer,DataAnnotation,Dallas-Fort Worth Metroplex,Excel;Python;SQL;Java;JavaScript;HTML,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code. In this role you will need to be proficient in at least one programming language (Python, JavaScript, HT",Mid
job-3901390322,Site Reliability Engineer,myGwork - LGBTQ+ Business Community,"Jersey City, NJ",Excel;Python;Java,"This inclusive employer is a member of myGwork – the largest global platform for the LGBTQ+ business community.    Join an iconic company and take your career to new heights by leading talented teams in transformative projects. Together, let's push boundaries and achieve unparalleled success.  As a Senior Director of Site Reliability Engineering at JPMorgan Chase within the Enterprise Technology, Storage Management Team, you are deemed as a force multiplier at both a line-of-business and firmwid",Mid
job-3901392216,ML Engineer,Deltek,United States,Excel;TensorFlow;PyTorch;Python;AWS;Machine Learning;Communication,"Responsibilities: Design and implement machine learning models and algorithms to address business challenges, with a focus on Generative AI applications.Collaborate with data scientists and domain experts to understand requirements, gather data, and develop solutions that meet business objectives.Develop and maintain scalable and efficient codebase for training, testing, and deploying machine learning models in production environments.Conduct research and experiment with new techniques and algor",Mid
job-3901393112,Analytics Engineer,Randstad Digital,"Durham, NC",Python;SQL;Java;AWS;Git;CI/CD;Agile,"Consistent record of accomplishment of working in collaborative teams to deliver high quality data solutions in a multi-developer agile environment following coding standard methodologies and CI/CD pipelines.Outstanding SQL skills and experience performing deep data analysis on multiple database platforms.At least 5 years of building and deploying data movement and data transformation workflows, and pipelines.At least 2 years of proven web-service development experience with Java and or Python a",Mid
job-3901394474,ML Engineer,"Q1 Technologies, Inc.","Sunnyvale, CA",TensorFlow;Python;Machine Learning;Pandas,". Experience in Machine Learning and Deep Learning, including regression, classification, neural network, and Natural Language Processing (NLP).2. Extensive experience on Natural Language Processing (NLP) libraries such as Spacy, NLTK, flair, and sklearn-crfsuite. 3. Strong background in DNN, CNN, RNN(LSTM), GAN, and libraries to deploy these models, such as Sklearn, Keras, Pandas, and TensorFlow. 4. Experience in Text Analytics, developing different Statistical Machine Learning, Data Mining sol",Mid
job-3901455706,Cloud Engineer,Motion Recruitment,"Buckhead, GA",Excel;Networking;Agile,"Position: Systems / Azure Cloud EngineerLocation: Atlanta, GA (1 day onsite in week) Term: Full time Enterprise oil services organization seeking a skilled and motivated Windows Server\Azure Systems Administrator to join dynamic IT team. This will be a mostly remote but will be required to be onsite in the Buckhead area 1 day per week. You will play a crucial role in designing, configuration, implementing, optimizing and maintaining On-Prem Windows Server and Azure Cloud infrastructure. The idea",Mid
job-3901627750,ML Engineer,BlackSky,"Herndon, VA",Statistics;TensorFlow;PyTorch;MLOps;Python;AWS;Machine Learning;Pandas;Monitoring;Product Strategy;Agile,"Machine Learning Engineer About Us:BlackSky is a real-time intelligence company. We own and operate the world's most advanced space-based intelligence platform and provide customers satellite imagery, automated analytics and high-frequency monitoring of strategic locations, economic assets and events from around the globe. BlackSky is trusted by the most demanding allied military and intelligence organizations and commercial companies to deliver foresight into critical matters that affect nation",Mid
job-3901670521,Site Reliability Engineer,Tyler Technologies,"Plano, TX",Excel;Python;SQL;AWS;GCP;Docker;Kubernetes;PostgreSQL;Terraform;Linux;Monitoring;Networking;Incident Response;Agile;Performance Tuning;Communication,"Description  This Site Reliability Engineer position is a technical role within the Technical and Cloud Services group that helps ensure the reliability, scalability, and performance of our infrastructure while driving automation and efficiency in our development process. This engineer provides technical guidance to team members and other development teams related to the Cloud Services initiatives and helps to ensure our Cloud initiatives are consistently improving. This role requires a proactiv",Junior
job-3901670669,Platform Engineer,Prudential Financial,"Newark, NJ",Excel;Python;Java;JavaScript;React;Node.js;AWS;Git;Monitoring;Selenium;Agile;Communication,"Job Classification:  Technology - Engineering & Cloud  Are you interested in building capabilities that enable the organization with innovation, speed, agility, scalability and efficiency? The Global Technology team takes great pride in our culture where digital transformation is built into our DNA! When you join our organization at Prudential, you’ll unlock an exciting and impactful career – all while growing your skills and advancing your profession at one of the world’s leading financial serv",Mid
job-3901671522,Site Reliability Engineer,SHEIN Technology LLC,"Los Angeles, CA",Python;SQL;Java;Docker;Kubernetes;Monitoring;Agile,"Job Title: Site Reliability EngineerReports to: SRE ManagerJob Location: Los Angeles, CAJob Status: Exempt, FT  About SHEINSHEIN is a global fashion and lifestyle e-retailer committed to making the beauty of fashion accessible to all. We use on-demand manufacturing technology to connect suppliers to our agile supply chain, reducing inventory waste and enabling us to deliver a variety of affordable products to customers around the world. From our global offices, we reach customers in more than 15",Mid
job-3901671666,Site Reliability Engineer,FiscalNote,United States,Python;SQL;Java;TypeScript;AWS;Kubernetes;Terraform;Linux;Monitoring;Performance Tuning,"About The Position  The Site Reliability Engineer (SRE) will report to the Lead DevOps Engineer. The ideal candidate will have a proven track record of 3+ years in Site Reliability Engineering. This role is responsible for ensuring the reliability, availability, security, and performance of our systems and applications. They will work directly with our development engineers to assure monitoring, security and performance measures are in place. They should be able to step in and recommend improvem",Junior
job-3901684681,Platform Engineer,NBCUniversal,"Englewood Cliffs, NJ",Excel;Python;SQL;AWS;GCP;Git;Linux;Monitoring;Networking;Communication,"Company Description  We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences. We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service. We produce and distribute premier filmed entertainment and programming through Universa",Mid
job-3901691656,Cloud Engineer,Magnit,"Bloomfield, CT",ETL;Python;SQL;Java;Spark;Airflow;AWS;Docker;Kubernetes;Git;CI/CD;Terraform;Linux;Monitoring;Kotlin;Agile;Communication,This is a contract to hire role through Magnit for a leading healthcare insurance company in the US. This role is fully remote in the US ONLY. Please note this is NOT a corp to corp opportunity. Job Title: Cloud Engineering Advisor Job Overview:The candidate will be responsible for research and development of a Data Retention Application within the Information Lifecycle Management (ILM) team by leveraging industry and big data platform tools.Candidate is expected to be an expert-level profession,Mid
job-3901697629,Analytics Engineer,Amplify,United States,ETL;APIs;Tableau;Python;SQL;Airflow;AWS;Git;Terraform;Agile;dbt;Data Modeling;Communication,"A pioneer in K–12 education since 2000, Amplify is leading the way in next-generation curriculum and assessment. Our core and supplemental programs in ELA, math, and science engage all students in rigorous learning and inspire them to think deeply, creatively, and for themselves. Our formative assessment products help teachers identify the targeted instruction students need to build a strong foundation in early reading and math. All of our programs provide educators with powerful tools that help",Junior
job-3901698255,Site Reliability Engineer,Cloudious LLC,"Pleasanton, CA",SQL;Java;MySQL,"Cloudious LLC is one of the fastest emerging IT Solutions and Services company headquartered in San Jose, CA with their global offices in Canada, EMEA & APAC. We are currently hiring a seasoned Sr. Java Developer + Site Reliability Engineer who comes with a strong consulting mindset Sr. Java Developer + Site Reliability Engineer12+ Months ContractPleasanton, CA (Onsite) 10+ Years NeededMySQL , Java Message Service , Hibernate , Core Java , Web Services , REST Web Services , Azure , Microservices",Mid
job-3901698974,Cloud Engineer,Syntax,United States,Python;SQL;AWS;Git;Terraform;Linux;Monitoring;Performance Tuning;Communication,"Syntax is a leading Managed Cloud Provider for Mission Critical Enterprise Applications and has been providing comprehensive technology solutions to businesses of all sizes since 1972. Syntax has undisputed strength to implement and manage ERP deployments (Oracle, SAP) in a secure and resilient private, public or hybrid cloud. With strong technical and functional consulting services, and world-class monitoring and automation, Syntax serves some of North America’s largest corporations across a di",Mid
job-3901801201,Cloud Engineer,TALENDICA,"New York, NY",APIs;Python;Java;AWS;Kubernetes;Git;Terraform;Linux;Agile,"Role:- Cloud Infrastructure EngineerJob Location: NYC, NYDuration: 12+ Months Visa Type:- NO OPT/CPT/H1B Skills Required:Experience in any of the following clous service providers – Azure / AWS (Preference is Azure).Experience in Kubernetes and Container-based technologies.Sound experience with infrastructure as code (Terraform)Develop tooling and self-service capabilities.Strong development skills in Python, Java or Golang.Sound experience in scripting language such as shell scripting.Experienc",Mid
job-3901803271,ML Engineer,Akkodis,"Los Angeles, CA",Statistics;TensorFlow;PyTorch;MLOps;Python;SQL;Java;Spark;Machine Learning;Git,"Akkodis is seeking Computer Vision/ Machine Learning Engineer for a 24 Month contract position with a client located in Seattle, WA/ Los Angeles, CA (Remote). Pay Range: $70- $105/hour; The rate may be negotiable based on experience, education, geographic location, and other factors. Description: This role is within an organization responsible for developing and maintaining a high-performance Advertising Platform across various online properties, including streaming services. The Ad Platform Res",Mid
job-3901936158,Mobile Developer (iOS),iTech US Inc,"California, United States",Java;React;Kotlin;Swift;Agile,"Job descriptionPosition: Mobile DeveloperLocation: Remote, but candidates MUST be in California already.Number of Positions: 3 (1 iOS, 1 Android, and 1 lead Developer)Duration: Fulltime GC or US Citizens required Job Description:Provide Mobile Application Development, including design reviews and code reviews. we are specifically looking for candidates that have experience leading/implementing mobile applications utilizing a single codebase platform such as React Native or Flutter, etc.. Agile E",Mid
job-3901936420,Cloud Engineer,Accion Labs,"Evanston, IL",Docker;Kubernetes;CI/CD;Terraform;Networking;Performance Tuning,"Azure Cloud Engineer - Hybrid role - weekly 2 days Onsite in Evanston, IL You Will HaveBachelor s degree or equivalentwork experience5+ years of experience and deepworking knowledge of Microsoft Azure.ITIL foundation certification is aplusStronganalytical and organizational skills You Will Be Responsible For5+ years of experience and deep working knowledge of Microsoft Azure.4+ years of experience managing production Windows environments3+ years of experience with CI/CD tools and concepts (e.g.",Mid
job-3901937564,ML Engineer,Lorven Technologies Inc.,"Nashville, TN",Excel;TensorFlow;PyTorch;Python;Java;Machine Learning;Communication,"Hi, Our client is a currently looking for AI / Machine Learning Engineer / Architect with a Long Term project in Nashville, TN (Onsite) below is the detailed requirement.  Position: AI /Machine Learning Engineer / ArchitectLocation: Nashville, TN /Tampa, FL (Onsite)Duration: Long Term Contract  Job Description:Bachelors degree in Computer science or equivalent, with 10+ years of relevant hands-on working knowledge on the following.As a Machine Learning Architect, you will be responsible for desi",Mid
job-3901937782,Cloud Engineer,Jewelers Mutual Group,"Neenah, WI",AWS;GCP;Terraform;Linux;Monitoring;Networking,"SUMMARY  We are seeking a highly skilled and experienced Senior AWS Engineer with a deep specialization in AWS infrastructure to join our dynamic multi-cloud team. As a key member of our technical staff, you will play a pivotal role in designing, implementing, and maintaining robust and scalable AWS solutions.WHY JM:We are a financially secure, exceptionally positioned, and intellectually curious company driven by our core values of Agility, Accountability and Relevancy! We continue to raise the",Mid
job-3901938566,Mobile Developer (iOS),ConsultStaff,"Sunnyvale, CA",APIs;Excel;Java;React;Node.js;AWS;Git;Kotlin;Swift;Agile;Communication,"Company Description  Consult Staff Inc is a technology company focused on providing innovative solutions to businesses. With a team of experienced software developers and engineers, we offer high-quality software development services that help our clients achieve their business objectives. Our mission is to help our clients stay ahead of the competition by leveraging the latest technologies and industry best practices.  At ConsultStaff Inc , we believe in building long-term relationships with ou",Mid
job-3901941068,Cloud Engineer,TechSur Solutions,United States,AWS;GCP;Terraform;Networking,"Job Title: Network Cloud EngineerLocation: Fully RemoteSalary: DOE + full benefitsClearance: Active Public Trust (or ability to obtain) Job SummaryWe are seeking a skilled and experienced Network Cloud Engineer to join our dynamic team. As a Network Cloud Engineer, you will be responsible for designing, implementing, and managing the networking infrastructure across multiple cloud platforms, including AWS, Google Cloud Platform (GCP), and Microsoft Azure. These major cloud technologies will be c",Mid
job-3901941144,Mobile Developer (Android),Neo Prism Solutions LLC,"Minneapolis, MN",Java;React;Git;Kotlin;Material Design;Agile;Performance Tuning;Communication,"Hello,Hope you are doing well.This is Vasantha from Neoprism. We do have the requirement for the Position: Android Developer. If you are interested you can share your updated resume to : vasantha@neoprisminc.com Job Tittle: Android DeveloperLocation: Minneapolis, MN - OnsiteExperience: 11+ Above Requirement:Code and build applications for Android platform using Java, Kotlin and React Native.Must have experience with React Native and Android, Java & Kotlin Write quality code and maintain responsi",Mid
job-3901941262,Cloud Engineer,Department of Behavioral Health and Developmental Services,"Richmond, VA",Excel;Python;AWS;Docker;Kubernetes;Terraform;Linux;Monitoring;Networking;Communication,"Title: AWS Cloud Engineer/Sr. Server Administrator  State Role Title: Info Technology Specialist II  Hiring Range: Up to $100,000  Pay Band: 5  Agency: Dept Behavioral Health/Develop  Location: Central Office  Agency Website: www.dbhds.virginia.gov  Recruitment Type: General Public - G  Job Duties  The Department of Behavioral Health and Developmental Services’ (DBHDS) Information Technology Division is seeking a skilled and experienced individual to join our dynamic team as an AWS/Azure Cloud E",Mid
job-3901942525,ML Engineer,SRC,"Syracuse, NY",Python;Machine Learning;Communication,"SRC, Inc. is currently seeking engineering interns for summer 2024 to support the research and development of machine learning and neuromorphic computing technologies within our defense and intelligence customer segments. We are looking for individuals to support the design, development and testing of advanced machine learning tools to leverage radar and communication systems data to solve a variety of challenges of national interest.  What You'll Do  Apply machine learning tools and techniques",Junior
job-3901943545,ML Engineer,Health Stealth Co,United States,APIs;Excel;Statistics;Python;AWS;GCP;Machine Learning;Agile;Communication,"Job Title: Senior/Staff Machine Learning Engineer About our Company There is no pill or procedure that completely solves the effects of chronic inflammation. Addressing the issues that cause chronic systemic inflammation—isolation, chronic stress, poor dietary choices, physical inactivity, disrupted sleep, and others requires drawing on the building blocks of good health: sleep, whole food, social support, and activity. These are the keys to remedy inflammation and chronic disease.  As powerful",Mid
job-3901945405,ML Engineer,Boulder Imaging,"Louisville, CO",Python;Machine Learning;Git,"Boulder Imaging is seeking a Machine Learning Engineer to contribute to the development and enhancement of our cutting-edge vision-based inspection, metrology, and high-performance digital video recording technology. Our future team member will help in design and model neural networks, train the neural network, and gather data to define the efficiency of the models and integrate the models into the main software components of the system. Team members are expected to complete software engineering",Mid
job-3901951068,Platform Engineer,Bayside Solutions,"Cupertino, CA",Excel;Python;Java;Spark;AWS;Kubernetes;Machine Learning;Agile;Communication,"Data Platform EngineerW2 ContractSalary Range: $119,600 - $140,400 per yearLocation: Cupertino, CA - Remote RoleJob Summary:We are looking for engineers to collaborate with users of our infrastructure and architect new pipelines to improve the user onboarding experience. As part of this group, you will work with petabytes of data daily using diverse technologies like Spark, Flink, Kafka, and Hadoop. You will effectively partner with upstream engineering teams and downstream analytical and produc",Mid
job-3901957442,Analytics Engineer,Optomi,"Atlanta, GA",SQL;AWS;Machine Learning;Monitoring;Performance Tuning;Data Modeling;Communication,"Analytics Data Engineer - Snowflake, SnowSQL, DatabricksHybrid to ATL, GA - 3X per week onsite in Alpharetta, GAW2 or 1099 - USC or GC Holders Optomi, in partnership with a leader in the telecommunications industry, is seeking a Senior Data Analytics Engineer with expertise in SnowSQL, AWS, and Databricks, and a deep understanding of complex analytics on the Snowflake database platform. As a pivotal member of the data team, you will lead the design and implementation of sophisticated SQL-based a",Mid
job-3901959900,ML Engineer,eduPhoria.ai,"California, United States",Excel;Statistics;TensorFlow;Python;Java;Machine Learning;Communication,"Company Description  eduPhoria.ai is an all-in-one learning platform that revolutionizes education by delivering personalized learning experiences tailored to each individual's unique learning style. Our platform enables learners to have a customized and adaptive learning journey.  Role Description  This is a full-time remote role for a Machine Learning Engineer at eduPhoria.ai. As a Machine Learning Engineer, you will be responsible for developing and implementing machine learning algorithms an",Mid
job-3901961380,ML Engineer,Unusual Ventures,United States,Excel;TensorFlow;PyTorch;Python;AWS;Machine Learning;Git;Prototyping,"Who we are  RenderWolf is on a mission to bring game creation to the masses using generative AI. Games have brought joy to billions of people throughout history, and we envision a world where anyone can effortlessly craft immersive, interactive digital experiences using just their creativity and imagination.  Our founders bring a wealth of experience at scale and a deep understanding of cutting-edge AI technologies from their combined 15 years at Amazon, spanning both Amazon Web Services (AWS) a",Junior
job-3901963581,Mobile Developer (Android),Harvey Nash,"Sacramento, CA",Java;React;Kotlin;Swift,"Summary:We are looking for Android developers who will be primarily responsible for contributing to the Android mobile application. Develop Android code, and need someone with development leadership skills.  Here are some of the specific details:Job Title: - Application Developer/Programmer LeadLocation: : El Dorado Hills, CA / Oakland, CA (Hybrid twice in the month need be in the office)Duration: 3+ Months (possible extension / conversion) MUST HAVE SKILLS:3+ years of experience minimum leading",Mid
job-3901965364,Mobile Developer (Android),Centillion Infotech LLC,"California, United States",APIs;Excel;React;Kotlin;Communication,"Job Title: Senior Android Developer /Kotlin EngineerWork Location: California and Atlanta, GA (Day 1 Onsite )  Position Summary: Android/Kotlin Engineer. Can be remote but needs to be Central time. This person is going to transition to a lead so communication needs to be 10/10.ANDROID ENGINEER with Jetpack Compose and Kotlin  Must Have Skills:Enterprise Android Development using Kotlin Skills: Jetpack ComposeLead experience wanted, not mandatory  Job Description:Lead and mentor a team of Android",Mid
job-3901991739,ML Engineer,Instacart,United States,Statistics;Python;Machine Learning;Communication,"We're transforming the grocery industry  At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible",Junior
job-3902331323,Platform Engineer,American Express Global Business Travel,"Chicago, IL",Python;AWS;Linux;Monitoring,"Amex GBT is a place where colleagues find inspiration in travel as a force for good and – through their work – can make an impact on our industry. We’re here to help our colleagues achieve success and offer an inclusive and collaborative culture where your voice is valued.  Ready to explore a career path? Start your journey.  Key duties  The platform engineer is responsible for deploying, maintaining, and monitoring the infrastructure supporting customer-facing applications. Platform engineering",Mid
job-3902342905,ML Engineer,IT Associates,"Michigan, United States",Excel;MLOps;Python;Java;AWS;Docker;Kubernetes;Machine Learning;Git;CI/CD;Monitoring;Communication,"MLOps Engineer ( Azure ML)  Contract: 12+ months ( with potential for hire )Client: Multi billion dollar ecommerce / retail client in MichiganOnce a week in office in Ann Arbor, MI area.  Large E-Commerce firm and an innovator in technology, is seeking a highly skilled Machine Learnings Ops Engineer contractor with expertise in Azure ML. This role is central to strengthening their analytics capabilities, focusing on establishing MLOps Key Performance Indicators (KPIs), implementing model monitor",Mid
job-3902344787,Mobile Developer (iOS),Infomatics Corp,"Irving, TX",APIs;AWS;Swift;iOS SDK;Xcode;Agile;Communication,"Minimum Qualifications· Bachelor’s Degree in Computer Science or a related field, or 5+ years Front end development· Minimum of 6 years of technical experience in software engineering· 4+ years' experience in iOS App development, using Xcode, Swift and Apple iOS SDKs· Strong knowledge of the iOS framework and understanding of iOS ecosystem, including third party libraries.· Experience with DevOps and version control best practices.· Understanding of iOS Architecture components.· Experience with",Mid
job-3902346949,Mobile Developer (iOS),Infomatics Corp,"Irving, TX",APIs;AWS;Swift;iOS SDK;Xcode;Agile;Communication,"We are hiring only on W2 Qualifications: · Minimum of 6 years of technical experience in software engineering· 6+ years' experience in iOS App development, using Xcode, SwiftUI and Apple iOS SDKs· Strong knowledge of the iOS framework and understanding of iOS ecosystem, including third party libraries.· Experience with DevOps and version control best practices.· Understanding of iOS Architecture components.· Experience with integrating third-party libraries and REST and GraphQL APIs.· A good eye",Senior
job-3902347170,ML Engineer,Stealth Startup,United States,System Design;Python;Machine Learning;Networking,"The company is an applied behavioral research company working at the intersection of ML, social sciences, and recommendation systems / Prediction - as - a - service. The company enables businesses to build privacy preserving recommendation and behavioral technologies competitive to big tech without the use of interpretable raw customer data.We’re looking to develop the next generation of privacy preserving machine learning products that understand and predict behavior at scale. Our products and",Mid
